,text,user
1369,"@JoeBiden  Lord, I pray for the former VP.  May the truth about him come out at the second debate.  May Your truth be told.  Amen!",galinab77
1370,@JoeBiden https://t.co/PPhx1N24tT,thunderscoot
1371,"@JoeBiden You’re right.  Science says a lot! Like there are only 2 genders, and you have dementia.   Common sense s… https://t.co/PKAOYoXhJJ",_Sir_Willie
1372,@JoeBiden #BidenHarris2020Landslide,SSHobbs
1373,"@JoeBiden “I want to be the last guy in the room on every major decision,”.. Obama agreed, Biden said &amp; kept his wo… https://t.co/zspqMh9D60",Honorcode1
1374,@JoeBiden You should take that advice and be open to listen to scientists that don’t follow an agenda,lclawar
1375,@JoeBiden After you win and the economy tanks are you going to blame it on @realDonaldTrump or @BarackObama. This i… https://t.co/xGqTbGmDNa,GjTowne
1376,@JoeBiden who is WE???,JesseStrelow
1377,@JoeBiden Your right it should be just an understanding. https://t.co/lpltvDsY37,Ginas503
1378,RT @BobPersis: @JoeBiden More than 50 former senior intelligence officials (including ex-Trump Admin. officials like Russ Travers)  have si…,Suzanne31785213
1379,@JoeBiden Joe you and Obama are the reason for the divide of today. I saw it immediately after that election and mo… https://t.co/pGLyRiscqJ,spirece
1380,@JoeBiden Science says there are 2 biological genders.,EmperorJayLay7
1381,@JoeBiden Trump and Bolsonaro promote chaos! #Biden2020ToSaveAmerica  #BidenHarris2020 https://t.co/YsCPCvUUd7,lucasmazes
1382,@JoeBiden Sleazebag Joe Biden is laying off the ADDERALL for three days to give his system a rest from all that dop… https://t.co/TMixjaJYCR,froissart452
1383,@JoeBiden Could you share some if your millions $$$$$ with some of your bankrupt blue states?  We can't buy food be… https://t.co/KWAdeFJ5ty,Gildasgreat
1384,@JoeBiden @KamalaHarris You serve China Only,buddy0630
1385,"@JoeBiden The same scientists that lock presidential candidates in basements, feed anti-senility drugs and medicall… https://t.co/CK2oO13CDc",Mike23582060
1386,"@JoeBiden don't hire Kasich or any of the corrupt GOP who will try to hustle you, but are not reformed at all! cc:… https://t.co/xqOnQEIJZB",CHHolte
1387,@JoeBiden Did you forget that Obama  was a Black President???  It isn’t Race we are talking about it is competence!!!!!!!!!,eelpond1
1388,@JoeBiden Your current President is rushing the once mighty USA into shithole country status. Just saying from my o… https://t.co/or5DxBZCVE,Julznuuz
1389,@JoeBiden Absolutely 💪 America deserves better,Vicky_Huntx
1390,@JoeBiden Like antifa criminals destroying police precincts and cars and beating people who wear maga hats ?,bigaz85
1391,@JoeBiden My dude.  You and your running mate have been spreading anti-vaxxer nonsense.  Maybe take that advice you… https://t.co/kResLqAnKk,JumboSlice10
1392,@JoeBiden You are Rubin the past. It y’all you can remember!,DCapron1
1393,"RT @JHTX77: @JoeBiden  Guess you stand for the flag of the CCP.   Right, Big Guy??  ***** FBI in possession of Hunter Biden's purported lap…",CensoredC1
1394,@JoeBiden Your starting to grow on me Biden. Love ya bestie😻😻,Reese04208945
1395,@JoeBiden You can't even overcome your basement stairwell.,NathanEastCoast
1396,@JoeBiden Or vote for a crooked adulterer!,cabo_princess
1397,@JoeBiden Cold water swimming can significantly reduce the onset of dementia,BillEHawthorne
1398,@JoeBiden Joe listen to your doctor!,Traffic19973838
1399,@JoeBiden https://t.co/DcWtykkVh6,zcvoigt
1400,@JoeBiden This old gizzard should be president of Boca Del Sol condos in Vero Beach Florida.,biten_jo
1401,RT @Meidas_Erin: @JoeBiden Looking forward to seeing #BidenHarris in #OurHouse https://t.co/LgsaPwuxtD,sdbees1953
1402,RT @Liz_Wheeler: @JoeBiden When do scientists say human life begins? (Spoiler: 95% of academic biologists say human life begins at concepti…,ProudAmericanG2
1403,RT @sanaayesha___: @JoeBiden Bidens for Gitmo! #CriminalFamily https://t.co/LG3W2SIilY,sargentshooter
1404,"@JoeBiden Come Out Come Out , Wherever You R.....",JohnnyFoltz
1405,@JoeBiden We Must Vote To Get A Fresh Start! I Voted Early . I Support Mr. Joe Biden and Mrs. Kamala Harris !,henderson_niecy
1406,@JoeBiden @SenKamalaHarris Let’s get out there as if we were trailing in the campaign and take it home! We are in t… https://t.co/JUhsyLudkM,patrick10g
1407,@JoeBiden https://t.co/DcWtykkVh6,zcvoigt
1408,"@JoeBiden Scientists are not elected, last I checked. It is the elected leaders responsibilty to form public policy… https://t.co/BPJitRxgwr",Captain_Tony_A
1409,RT @TimRunsHisMouth: @JoeBiden Scientists say the following are signs of dementia: Memory loss. Mood Swings. Difficulty planning. Difficult…,f1yinsquirel
1410,RT @TimRunsHisMouth: @JoeBiden Scientists say the following are signs of dementia: Memory loss. Mood Swings. Difficulty planning. Difficult…,brotherblues211
1411,@JoeBiden We want you to be a real man and face questions!! Specially questions about your son’s businesses! You pl… https://t.co/k4zj8SsXQz,Sandra0712223
1412,@JoeBiden is too immoral to tell someone the admin he worked with imposed on us to stop killing protesters. When… https://t.co/s9F7cJBxxi,sammi_bank
1413,RT @CARLPUPO: @JoeBiden 🔴 THREE RED BANNERS ▪️Three Red Banners (Chinese: 三面红旗) was an ideological slogan in the late 1950s which called on…,ShelleyRThomas
1414,@JoeBiden https://t.co/sTE39y2BiZ,IllegalMemer_69
1415,@JoeBiden Whether the Democratic Party won the presidential elections and won the seat the presidency of the Republ… https://t.co/zViNqsgzhm,ALion36
1416,@JoeBiden If you listen to the science it’s changing hourly like all the information from Hunters laptop,Mayeschip
1417,RT @Giorgio16562275: @JoeBiden 📢 The only way to have COVID-19 under control is to liston to &amp; work closely with the scientists!  Trump has…,Giorgio16562275
1418,@JoeBiden @KamalaHarris Nancy has plenty,LindenCary
1419,@JoeBiden Then why are you selling us to China? Y’all are so shameless and creepy it literally makes me throw up in my mouth.,hotmessrising
1420,@JoeBiden Where’s Hunter Biden? https://t.co/V6DbSOBFUS,Jason77140914
1421,@JoeBiden Truly inspiring! I see President Obama in the message. He’s in Philadelphia right now. You’re in Wilmingt… https://t.co/xHCRxXphj3,mann77
1422,@JoeBiden https://t.co/xtFm3at4Hp,TakkeeO
1423,@JoeBiden One America shooting people and burning peoples businesses. Then another America working and paying for t… https://t.co/ZGaeYdSnhd,Andrew53071147
1424,"@JoeBiden Come together, where? In your basement?",GomesBolt
1425,@JoeBiden https://t.co/iygwf9woOK,deanhaskins
1426,@JoeBiden Go Joe!!!  Vote blue!!,Becky30819569
1427,@JoeBiden https://t.co/s5dIHCINHf,georgettelomba2
1428,@JoeBiden It will never be a one America in your socialist regime.,loumilano27
1429,@JoeBiden Yeah all is,Tajauana9
1430,"@JoeBiden Joe, your memory is failing. Seek help.",SandiLudwa
1431,RT @RyanAFournier: @JoeBiden No one wants to come together under you.  You knew about your sons dealings overseas and lied about it.   You…,NoDaTeddi
1432,@JoeBiden Will I be getting a milkshake?,ldenison3333
1433,"RT @RepsForBiden: @JoeBiden This is why every pro life conservative MUST vote for Joe Biden. If Trump is getting re-elected, we’ll lose ano…",JackieHowson1
1434,@JoeBiden @joncoopertweets Very well put!,slklutz
1435,RT @TimRunsHisMouth: @JoeBiden Scientists say the following are signs of dementia: Memory loss. Mood Swings. Difficulty planning. Difficult…,DuoSao
1436,@JoeBiden 📢 The only way to have COVID-19 under control is to liston to &amp; work closely with the scientists!  Trump… https://t.co/E2YnA77Xvf,Giorgio16562275
1437,@JoeBiden All scientists? https://t.co/kWW8uNLxq5,FurcoatPJs
1438,@JoeBiden https://t.co/dt9nseChPf,OGO51111
1439,"RT @isawthesethings: @JoeBiden As our nation grieves for over 180,000 covid deaths &amp; record unemployment, this timeline shows Trump’s disas…",hula_chica
1440,@JoeBiden Vote for America! Vote for Trump! 🇺🇸,PioSte1981
1441,RT @TimRunsHisMouth: @JoeBiden Scientists say the following are signs of dementia: Memory loss. Mood Swings. Difficulty planning. Difficult…,ProudAmericanG2
1442,@JoeBiden is corrupt politician and the Biden family is a criminal entreprise. Where is #Hunter?,sql_njection
1443,@JoeBiden https://t.co/mpV6Mpb2AZ,Will97929783
1444,@JoeBiden Can you do this from prison?,FrankA96269877
1445,@JoeBiden WHAT A LEADER.  Tough news surfaces. Big tech tries to cover it up.  They can’t.  Blame Russia.  That fal… https://t.co/QeKs9rpheM,180PERSONNEL
1446,RT @ChartreuseDoor: @JoeBiden That speaks to me- so hard. 🤗👏👏👏🇺🇸,KytanDaemon
1447,@JoeBiden https://t.co/DeHsenY9OJ,dino7979
1448,@JoeBiden  should look into this.  Who’s China account is this Don’s or Don JR. ? https://t.co/Z88Onrv8EQ,vetteman50
1449,RT @marygribbin809: @JoeBiden Trump's NO LONGER SECRET Chinese Bank Account where Trump deposited MILLIONS from the Chinese in his first ye…,DelfinaValdez8
1450,@JoeBiden All scientists matter.,Lainey603
1451,"@JoeBiden You love USA???...,,😂😂😂😂 https://t.co/oi7vPfPWIU",CecyTriv
1452,@JoeBiden https://t.co/JRv0PTNlQw,Will97929783
1453,"@JoeBiden Awesome, now we did a Biden ad with @Nick_Offerman. Or both Nick and Sam Elliot?! That would be 🔥🔥🔥",J0shMiller
1454,@JoeBiden This makes absolutely no sense.,1776Libertarian
1455,@JoeBiden Unless the Scientists YOU want us to trust may be just as corrupt and bought off- as YOU and YOUR family!… https://t.co/g5PECgQNKX,ProudAmericanG2
1456,@JoeBiden @KamalaHarris Yay. Happy Birthday!,93ff85b18b8348c
1457,@JoeBiden It is a bad thing when they have a corrupt agenda! 👎,tracy94600501
1458,@JoeBiden Well yeah you can't even remember the past,IllegalMemer_69
1459,@JoeBiden Education is the most important topic because without an educated populace we are doomed. This country is… https://t.co/LfrDdlc3RN,raemile40689417
1460,@JoeBiden Joe-Trump paid more in taxes to China than he did to the US!  Make sure you point that out tomorrow night Joe!,JimTowne1
1461,@JoeBiden https://t.co/ty1Cx3BY7S,memedaddy802
1462,@JoeBiden Look forward to a Biden Admin. Pls point out some Trump/China facts @ debate to help achieve :) Like how… https://t.co/jKwSklUzns,aBookFiend
1463,@JoeBiden Of course it's not a bad thing...Nobody trusts your judgement on which scientists you'll listen to. You'r… https://t.co/Rk6JdtVMfk,Logan47314472
1464,@JoeBiden starve or Covid19. Joe Biden choose Starve.  Listen to scientists mean close down the state and Starve.… https://t.co/1Nx3xuENfx,buddy0630
1465,"@JoeBiden Joe, Answer 3 Simple questions for voters: 1. Did you and your family take money from foreign countries?… https://t.co/fdWDu8tW2E",gartherm
1466,RT @marygribbin809: @JoeBiden Trump's NO LONGER SECRET Chinese Bank Account where Trump deposited MILLIONS from the Chinese in his first ye…,marketman52
1467,@JoeBiden Anything Biden suggests is taken straight out of the Trump playbook.   Plagiarism  is Biden speciality.,yetter_sherry
1468,"@JoeBiden @PattyArquette @realDonaldTrump But Trump has a MD, PHD and STD from Trump University. I would trust him over ""Dr."" Fauci. 😬",Sparky55638210
1469,@JoeBiden As a unified America we are unstoppable and unmatchable force of transformative https://t.co/9pZEozRFAt A… https://t.co/Jvu81au3aY,Peter_S_Becks1
1470,"@JoeBiden How many genders are there, Joe?",totter777
1471,@JoeBiden Let's hope so...,o5hjt_The_Ninja
1472,@JoeBiden @KamalaHarris Florida vote cast and confirmed. Go #BidenHarris2020! https://t.co/1OUc7FVlW4,Justduckie1024
1473,@JoeBiden Joe consider what Y say about Poland. We are democratic country - one of 5 most important of US allies in… https://t.co/RdMXebMt7V,AJ_Zwierzynski
1474,RT @AndrewHassett6: @JoeBiden @PeteButtigieg Trump is going to eat your lunch  https://t.co/hjbwZWNtkA,monkeyglasses11
1475,@JoeBiden Put this on Instagram so we can share it  in our stories,abqJenny
1476,@JoeBiden Very soon Mr. President,Dennis86577704
1477,@JoeBiden You’ve already beat him in my book!  Thanks!,lbgcatz
1478,@JoeBiden Trump 2020 stop sending me you tweets,WendyHildmann
1479,@JoeBiden Commie,MikeHarwell66
1480,"RT @de_siorac: @JoeBiden Joe, are you watching the news? Your son Hunter left a computer for repairs with tons of pictures of underage girl…",JayBruv19
1481,RT @badmovieman: @JoeBiden He's NOT super-wealthy! 😆  Everything else though - AWESOME!   #BidenHarris2020 https://t.co/z8Ce0u87AQ,biden_store
1482,"RT @CHHolte: @JoeBiden That means holding everyone to account. Don't make the mistakes Democrats made in 1976, 1992 &amp; 2008.  People who hur…",Roddee
1483,@JoeBiden Which parts of @realDonaldTrump #COVID__19 initiative are you going to scrap?,GjTowne
1484,@JoeBiden looking your son .,AmFDcqP8FYLrXvR
1485,@JoeBiden You speak great platitudes but we want policies that help the least among us.,araratone
1486,@JoeBiden @KamalaHarris https://t.co/5q8A9PtCMk,Tothineownself3
1487,RT @RobSan21781046: @JoeBiden It's time to concede joe. https://t.co/ShtFzZrGUj,MizzouViper
1488,@joebiden is a racist. He has always been a racist. Please tell me why he gets the black vote... or does he?   #BLM… https://t.co/Yc9RbJ5kzS,Leperous
1489,@JoeBiden Overcome this sico https://t.co/vygEqAWwjQ,Top17T
1490,@JoeBiden And this is why I’m voting for @realDonaldTrump   Until you answer questions under oath about your son’s… https://t.co/e9cdNDKnzX,nickpetru75
1491,@JoeBiden Boys have a penis. Girls have a vagina.  Sniffer.,Rhology
1492,@JoeBiden Reuniting children with their parents is the kind of act that could help heal the partisan division sown… https://t.co/tljkeGykZ5,JeremiahSchatt
1493,"@JoeBiden T or F?   Joe Biden ""Borked"" Bork in 1987 for not believing in his favorite ""unenumerated powers""?  &amp; eve… https://t.co/Qwrzknx8Rk",Honorcode1
1494,@JoeBiden Don’t take money from foreign countries. I can’t believe that has to be said,adam72327284
1495,@JoeBiden U will make it,DMakaride
1496,@JoeBiden The same ones that say there’s only males and females?,StClair99706308
1497,RT @LocolopezNYC: @JoeBiden #IStandWithDrFauci https://t.co/6ry8jEW1lI,JackieHowson1
1498,@JoeBiden @KamalaHarris Kind of like your son was serving you and himself with all those lucrative foreign deals? Come clean.,Mottsman
1499,@JoeBiden Vote for trump,David05330450
1500,"@JoeBiden Please hold these people accountable.  We need it to heal.  Thank you,",AlexIxion755
1501,@JoeBiden Repent and you shall be free. Conviction comes on earth as in heaven.  Best do it on… https://t.co/2ADot9f1XB,mark9015pv
1502,@JoeBiden How very rich of you #CreepyJoeBiden #TickTock https://t.co/yMrUhIuNMm,RFCGW
1503,@JoeBiden I’m so sick and tired of these Ads stating that you sir have been in office for 40+ years and have not do… https://t.co/R8KQjV986t,LatoniaLewis
1504,"RT @Tony__Heller: @JoeBiden You are the most corrupt candidate in history, reading from a script. Your empty words are meaningless nonsense…",MizzouViper
1505,RT @kingdomsalty: @JoeBiden Science says your chromosomes determine your gender.,Rhology
1506,"@JoeBiden No, the only person you’ll be beating in two weeks is hunter 😳",ironcity5812
1507,@JoeBiden https://t.co/yFNu4T6DJQ,laughingmantwit
1508,RT @floggingcholly: @JoeBiden ..while on crack cocaine texting you about it and you never said anything to the authorities,MizzouViper
1509,@JoeBiden How many die from other things Joey? Did Cancer stop during Covid-19? Ur numbers are wrong!,wllmhlb
1510,@JoeBiden I will be voting for America #Trump2020 NOT FOR YOUR CORRUPT FAMILY #BidenCrimeFamiily,Kt1718
1511,RT @floggingcholly: @JoeBiden We should come together and answer some questions about why your son was walking around naked with a 14 year…,MizzouViper
1512,RT @cristinalaila1: @JoeBiden Your crackhead son’s #LaptopFromHell is going to take you down old man.,MikeHarwell66
1513,"@JoeBiden I know your faculties are failing fast, old timer, but you are literally the only person left in your par… https://t.co/7jU2X3gvmm",LastStopOTR
1514,@JoeBiden I’d love to see all these people give up the things science has given them. They wouldn’t last long.,TyDuncan1993
1515,@JoeBiden funny- Republicans issued same grim warnings about both Bill Clinton's &amp; Barack Obama's economic recovery… https://t.co/aQrQMid0J5,ginsengity
1516,@JoeBiden @KamalaHarris lying about my brothers in Pittsburgh in #Boilermakers154 DID NOT endorsed creepy Joe!! “Li… https://t.co/6zE4pXQ6zh,GOP_WM
1517,@JoeBiden Meet me in the octagon,Jaceisi
1518,RT @RyanAFournier: @JoeBiden No one wants to come together under you.  You knew about your sons dealings overseas and lied about it.   You…,MizzouViper
1519,RT @JohnFromCranber: @JoeBiden Your idea of ‘coming together’ is suppressing/oppressing the political opposition and having all Americans ’…,MizzouViper
1520,@JoeBiden 😂😂😂😂😂😂,consultant912
1521,RT @BobQuarantine: @JoeBiden 56% of Americans feel that they are better off now than they were 4 years ago 😉,MikeHarwell66
1522,"@JoeBiden 'If' you are elected! Sorry Joe, just stay in your basement...",mcsteve001
1523,@JoeBiden https://t.co/ranXp9vdWj,JoanieMorasco
1524,"@JoeBiden I will Vote... Not for You, Biden Crime Family 💯",JohnnyFoltz
1525,"@JoeBiden additionally, school is in, daycares are open all with rules. bars and restaurants are open with number r… https://t.co/Ljv1pNaNZG",MoralityPLS
1526,@JoeBiden Biden: Listening to scientists is not a bad thing Also Biden: Supports lgbtqia+,renetegro
1527,@JoeBiden Listening to anything you say is.,JosephDGenovese
1528,@JoeBiden Idiot.,JHC_53
1529,"@JoeBiden You’re the damn person thats gonna get rid of the Electoral college, so you can’t talk shit about our history.",OfficialGrayer
1530,@JoeBiden Secret Service logs obtained earlier this year by Senate investigators include dates &amp; locations matching… https://t.co/zwCgC3OegA,bstsmglyfada
1531,@JoeBiden Fracking. Fracking. Fracking.,Danon_40
1532,RT @LylePetersen14: @JoeBiden excuse me… is this where I vote? https://t.co/JrlTRnvSxK,LylePetersen14
1533,@JoeBiden Deluded fool😅😅😅,IanGibbins6
1534,@JoeBiden https://t.co/2cxjuqphLm,JoanieMorasco
1535,@JoeBiden Lol,FockerRN529
1536,@JoeBiden @KamalaHarris Where are your masks and social distancing?,realkeithash
1537,@JoeBiden https://t.co/iH5OwsRyG1,DWonSF
1538,"@JoeBiden We are voting for that, by voting for Donald Trump!",TrumpGal8
1539,RT @RyanAFournier: @JoeBiden No one wants to come together under you.  You knew about your sons dealings overseas and lied about it.   You…,Jim_0527
1540,@JoeBiden Nope. But it's rather telling that you go into hiding 4 days before anything major and you hide from crit… https://t.co/MzquxOIfBg,woltz1975
1541,RT @WeldtoWrite: @JoeBiden https://t.co/a66mrqVTGh,CheezyBorger
1542,@JoeBiden https://t.co/IP4qklHkci,my2fayes
1543,"@JoeBiden And, listening to you...can we believe a word coming out of your mouth?!! You need to answer a lot of que… https://t.co/OkPgFUsefh",DavidWi90960189
1544,"RT @Basraan2: @JoeBiden We Americans sometimes make stupid choices but we're also very good at fixing it, Donald make sure you pack your ba…",Basraan2
1545,@JoeBiden Most scientists say crack is whack and you shouldn’t get into questionable pay to play situations with fo… https://t.co/hqZlG6KSGs,TheDocBaker
1546,@JoeBiden Enough said folks. @Alyssa_Milano https://t.co/cFn4kKyIiZ,kellyR42405334
1547,@JoeBiden https://t.co/0rl0Qnmx0T,JoanieMorasco
1548,@JoeBiden https://t.co/Ff2C54Graw,Zurimae1
1549,"@JoeBiden Criminals should go to jail, not be forgotten.",SakiSukuira
1550,"RT @MORDE110: @JoeBiden Keep saying it Sir, it needs to be said! 😷😷😷💙💙🇺🇸 https://t.co/iyMeDNVET0",martinosdarlin
1551,@JoeBiden https://t.co/9lFJbcBf9l,abudatony
1552,@JoeBiden @realDonaldTrump. VOTE LIKE YOUR LIFE DEPENDS ON IT!! 🌊🇺🇸 https://t.co/anp3Ao0qka,Theresa80906773
1553,@JoeBiden @realDonaldTrump NO ONE HAS A PLAN. ESPECIALLY YOU!!!!,MikiByers2
1554,@JoeBiden https://t.co/QPCm6TqBJn,delibean21
1555,@JoeBiden Will they wake you up from your nap to tell you?,philajoyce
1556,@JoeBiden Belongs In Prison!   #JailbirdBiden #BIDENFORPRISON2020  #BidenCrimeFamiily #BidenGate #BidenCorruption… https://t.co/QoGytr6Lq3,The_Real_DiMaK
1557,@JoeBiden Who’s we? Certainly no sign of you.,JHC_53
1558,@JoeBiden @SenKamalaHarris https://t.co/Dc9EVC8K2U,BamaGirlStepha1
1559,@JoeBiden Policy &gt; Platitudes,Fog_actual
1560,@JoeBiden The scientists say schools should be open.,Crary76
1561,@JoeBiden Claiming that science is settled is very unscientific. According scientists in history they surmised the… https://t.co/S6W1v0wy6y,Soccerdw205
1562,@JoeBiden YES WE WILL!,ShifraMincer
1563,"@JoeBiden and his wife, @DrBiden, paid nearly $300,000 in federal income taxes, newly released returns show https://t.co/955RE3EMnu",Victory_202
1564,"@JoeBiden I don't know about that, Joe, I'm starting to see you as Chinese.",BubbleheadMAGA
1565,@JoeBiden Plagiarizing again Joe?!  That’s exactly what Trump is doing. 🤦🏼‍♀️,mishka_princess
1566,"@JoeBiden https://t.co/cZjVCdNmbl  You say that, but...",CophCa
1567,"RT @LRPow79: @JoeBiden I deem Headed towards the election W/ a full head of steam He, @KamalaHarris &amp; team Will be ready DAY 1 W/ a PLAN No…",RougePeter
1568,"@JoeBiden Sir, I am a Muslim and I love you. I wish you a victory. I hope that you will be my boss in the future. G… https://t.co/dHzb3xx9jS",saqrjoba
1569,@JoeBiden @vinceeeeeennt Fils de pute,Seatkill
1570,"@JoeBiden @joncoopertweets What a fantastic ad, and a fantastic message. Thank You!",KristiJRyan1
1571,@JoeBiden supports abortion “after the baby is born.” I’m sorry but that’s murder. https://t.co/GPZwwq3OAJ,bcenney
1572,@JoeBiden Just memorize your lines.,SandiLudwa
1573,@JoeBiden @KamalaHarris Ice cream cake! Im in! 😍,EllaPro2
1574,@JoeBiden So needed....,poettreevines
1575,"@JoeBiden Big guy, you got a couple million I can borrow?",rnweed
1576,@JoeBiden yes,Ethan91355415
1577,"RT @MarkDice: @JoeBiden The (computer forensic) scientists say that the Hunter Biden emails are real, and that it *is* his laptop.",AdamLaubi
1578,RT @sunshining2020: @JoeBiden In this way? https://t.co/NTLPF15max,MikeMmachin55
1579,RT @jtLOL: @JoeBiden How many genders are there?,SomeWelder
1580,@JoeBiden any comment on ur son sexting underage girls? 14 year old girls on FaceTime naked and u knew about it. Ur… https://t.co/zriMCrrYtn,middleguy1776
1581,@JoeBiden Prosecute Biden’s. Drain the dirty swamp they swam in and lined their pockets at tax payers expense. Bide… https://t.co/OKRnJ6LDpo,Richard37900032
1582,@JoeBiden If you’re not in  jail!  The @FBI has your son’s laptop and it has evidence of your criminal activity whi… https://t.co/CACm5viLWc,mozandy
1583,@JoeBiden https://t.co/j2Vj0U0nhS,davidehvan
1584,@JoeBiden Wishful thinking Joe.,SandiLudwa
1585,"@JoeBiden We Americans sometimes make stupid choices but we're also very good at fixing it, Donald make sure you pack your bags 🎒",Basraan2
1586,@JoeBiden But you hate America remember @JoeBiden? No? Thats why @KamalaHarris will take over for you. Cause she hates america,Doublet80857840
1587,@JoeBiden https://t.co/tZqigCMPn4,vulcan44
1588,"@JoeBiden Joe’s to do list: 1 stay in basement, 2 debate practice, 3 call Hunter and chew him out for not picking up his laptop",TheBlindTruth7
1589,"RT @stephschor: @JoeBiden “There is so much we can do when we choose to take on problems,and not each other. And choose a president who bri…",Ardamora
1590,RT @WanTingH2: @JoeBiden LUDE Media @ding_gang: Videos from Hunter Biden’s laptop show he conducted extreme sexual abuse of underage Chines…,WanTingH2
1591,@JoeBiden https://t.co/GHxvrxFjWB,CarolyneS17
1592,"@JoeBiden If you listen to scientists, then what’s your opinion on nuclear energy.",Hotchkiz
1593,"@JoeBiden Joe, I feel like there may be some other, more important issues you should be addressing right now.",EricZeh
1594,@JoeBiden Scientists are not blindly defending Abrahamic works like The Bible or the Quran. Science can't confirm t… https://t.co/9af83pYMRH,ZachsMind
1595,@JoeBiden Hope not,LLM14086755
1596,@JoeBiden Amen,Ladycaroline65
1597,@JoeBiden WHAT A JOKE. HE WON'T EVEN COME OUT OF THE BASEMENT. HOW CAN HE CURE THIS VIRUS? HE CAN'T.JUST MORE LIES FROM THE DEM-O-RATS.,iceman5914
1598,@JoeBiden Where is Hunter?,GriffinJones2
1599,"RT @ShironRedshift: @JoeBiden GOP-Appointed Judges Vote to Make Voting Access Harder 80%, That's Right, EIGHTY PERCENT of Republican-appoin…",gtfromnb
1600,@JoeBiden @realDonaldTrump https://t.co/kETGTDR2nf,Thatandthis4
1601,"RT @Patrykia: @JoeBiden Instead of surfacing dirt on Hunter Biden’s allegedly sketchy business ties in Ukraine, a just finished GOP-led Sen…",mgevaart
1602,@JoeBiden Fetuses are human beings. You don’t listen to scientists.,dvmin98
1603,@JoeBiden We are coming together. Millions will show you that your corruption will no longer be tolerated.,yetter_sherry
1604,RT @TimRunsHisMouth: @JoeBiden Scientists say the following are signs of dementia: Memory loss. Mood Swings. Difficulty planning. Difficult…,RuthlessLochs
1605,@JoeBiden https://t.co/Sr6s1yn4Vy,Spock_Sareksson
1606,@JoeBiden Which scientists do you listen too?  Fauci who has been wrong more times than he’s been right or others w… https://t.co/l2VBm6iOe5,cundiff171
1607,"@JoeBiden For 100 years at one point in history ""Science"" claimed matter was composed of essence and phlogiston. Wh… https://t.co/VvzSnAbO8d",JohnPhillips26
1608,@JoeBiden https://t.co/LPgFiT48Ab,Thatandthis4
1609,@JoeBiden must make US a signatory to the International Criminal Court and refer these actions.… https://t.co/hIRdeaGETS,MarthaLynneOwe1
1610,"@JoeBiden You have to leave your basement first, and who is ""We're""???",TJforReal1
1611,RT @jtLOL: @JoeBiden How many genders are there?,williamclemons
1612,@JoeBiden https://t.co/y8azc7P5Ru,tmelody2001
1613,@JoeBiden https://t.co/e613JFt5Dm,tmelody2001
1614,@JoeBiden @realDonaldTrump.,evabai
1615,@JoeBiden https://t.co/FzMC7lSNYy,tmelody2001
1616,@JoeBiden has to cheat so y’all think he’s winning   Glad @harleydavidson claurifed that they did not gumiver permi… https://t.co/WjAavCTJMd,Pub_jlo
1617,"RT @Patrykia: @JoeBiden Unbelievable. Trump on Tuesday returned to the battleground state of Pennsylvania, where he told supporters that ha…",Initforfreedom
1618,@JoeBiden https://t.co/yiehQ9sk9n,tmelody2001
1619,"@JoeBiden Joe’s to do list: 1 stay in basement, 2 debate practice, 3 call Hunter and chew him out for not picking up his laptop",TheBlindTruth7
1620,@JoeBiden https://t.co/mtKlaYxuBk,Jlopez197861
1621,@joebiden @KamalaHarris https://t.co/49B9G8vYAr,MauiMeow00
1622,"@JoeBiden Joe, hiring scientists to be your speech therapists is your issue, don't make it Americas issue.",Matt84697897
1623,@JoeBiden https://t.co/x7NaScjhjK,tmelody2001
1624,@JoeBiden @KamalaHarris https://t.co/29un6zKvY9,serina38233935
1625,RT @MollyScarborou1: @JoeBiden Trump will go down in history for more Americans dying not listening to our scientists than those that did.,Initforfreedom
1626,@JoeBiden @KamalaHarris https://t.co/26ZsdfiWkn,markwaldrop1
1627,@JoeBiden 👍🖐️💰💰,bernie_bibb
1628,@JoeBiden https://t.co/osRvhFcAmE,jaba_kash
1629,@JoeBiden Stop repeating it.  We are all sick of hearing about it.,Barrons964
1630,@JoeBiden https://t.co/5ygdmx4cMY,deadpoo47450034
1631,RT @jonlionfineart2: @JoeBiden UNITED WITH BIDEN!  2 WEEKS! https://t.co/ZBiuNICEf7,gmaof2b
1632,@JoeBiden O Diabo chefe te ronda de perto vermelho hediondo!,Maria21449662
1633,"@JoeBiden Using the plans, vaccines and therapies developed under the Trump administration.  The hard works been done. You’re sick 🤕",dragonjohn77070
1634,@JoeBiden Fine! Which ones do we listen to?,UT1986
1635,@JoeBiden What scientists told you that cutting your junk off makes you a woman and grown me should be able to take… https://t.co/77ht4ZPlrw,Young_shots
1636,RT @Rosemarie4311: @JoeBiden https://t.co/YegWgeqhoe,gmaof2b
1637,@JoeBiden https://t.co/jRRnDH4JjS,jaba_kash
1638,"RT @MagicJo68173373: @JoeBiden As a person who just turned 15, I understand politics, equality, and science. But I mainly understand common…",montanaisthebes
1639,"@JoeBiden @thisbearbites So many of us can’t believe that has to be said. But, a narcissist like Trump can’t be wro… https://t.co/EFF3MGxvHr",GeorgeW48766501
1640,@JoeBiden https://t.co/t9K5BnujEl,jaba_kash
1641,@JoeBiden https://t.co/9pdfH4Ievh,bob_winney
1642,RT @TimRunsHisMouth: @JoeBiden Wrong.,sanycum1
