,text,user
854,RT @scientificrealm: @realDonaldTrump https://t.co/7ELbbFqJJH,KimberlyABrown1
855,"RT @ScottPresler: @realDonaldTrump @pedsscrub I voted for you early &amp; in-person in Virginia.   Voted early, so I can spend Election Day get…",Totictoti45Toti
856,@realDonaldTrump So telling that your campaign endgame consists of absolute lies and bullshittery... https://t.co/jNxWkJLe2U,CraggyRob
857,@realDonaldTrump https://t.co/eseR7HKmm6,Jusseroinen
858,RT @scientificrealm: @realDonaldTrump https://t.co/UivqmPVHok,Rarely52
859,@realDonaldTrump And you’re going to execute us all ...,shelliezuckerm4
860,@realDonaldTrump You are just pissed because YOU will have to pay more than $750 a year.,SheepcoteHouse
861,"@realDonaldTrump Once again for those that weren't paying attention the first 10,000 times you lied about this:  On… https://t.co/aLYHmmkj19",rmccown
862,RT @SamuelOdunlami2: @realDonaldTrump @UN @CNNAfrica @FBI @MrPoepe @Jerusalem_Post @MECCA_beauty,MrPoepe
863,@realDonaldTrump 🙏🏻 President Trump I’m So Proud Of Your Promises kept !! PLEASE SHARE WITH US THE Video you shared… https://t.co/BaZJS0pVsW,Elisabethbast1
864,@realDonaldTrump @BreitbartNews It’s so easy with you. https://t.co/743gKPGNbC,AsianWriteGuy
865,"RT @Whew_Lord: @realDonaldTrump How’s your China tax returns coming along, buddy?",PortaSong
866,@realDonaldTrump You are going to kill more Americans than ever before.,richard71574332
867,@realDonaldTrump https://t.co/DzB8pEb1md,rainmaker04
868,"@realDonaldTrump Remember: You all pay more in taxes than @realDonaldTrump, who has lied to the American people TEN… https://t.co/aQVysdYYSD",45MustGo20
869,RT @scientificrealm: @realDonaldTrump https://t.co/1kl6idYvgk,looseboots5678
870,@realDonaldTrump Idiot!  Nobody is trying to get rid of the 2nd amendment.,mickday2001
871,RT @TheDailyEdge: @realDonaldTrump #ChinasChump https://t.co/GJnsf8ktwe,jjckc75
872,@realDonaldTrump @BreitbartNews Breitbart news 🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣🤣🤣😂🤣😂🤣,Yellowtulipps
873,@realDonaldTrump Your hair is rigged,sidebradio42
874,@realDonaldTrump Biden only wants to raise taxes on people who make over $400K per year. You probably think that's… https://t.co/SWO2Iize21,MicroRescue17
875,@realDonaldTrump Those blacks have had guns pointed at the to often. You are going to lose hugely. https://t.co/zTP37yNKoo,JoeBHall3
876,@realDonaldTrump https://t.co/2OfdemIqyh,chdlstlsshl
877,@realDonaldTrump Hunter Biden is the devil’s child.  Makes you wonder who his father is?  #TrumpPence2020 #JoeBiden… https://t.co/9502iw3yCu,travelfoodbeer
878,RT @itsJeffTiedrich: @realDonaldTrump @BreitbartNews grifter with a secret Chinese bank account says what,AllanSc07279096
879,@realDonaldTrump @BreitbartNews Trump's corruption is bringing down the republican party with him. The only chance… https://t.co/2sPrmx7FTN,craig_auman
880,@realDonaldTrump @BreitbartNews Hi can i say some thing no one help me inthis world  plzz help mee i m not fake man… https://t.co/Ek6jrR0syD,Waqassa41742328
881,"RT @murray_nyc: @realDonaldTrump Is Lesley Stahl the president of the USA?   No, she isn't. I don't care what she does.  But I do care what…",82002mvrc
882,"@realDonaldTrump Even if it was true, which it isn’t, it would have no impact on you based on your record of (not) paying taxes.",WithoutAParty
883,"@realDonaldTrump @BreitbartNews ""You can mute the mic of the president of the United States, but you cannot silence… https://t.co/GLC4z1lYdD",Kenny_Sowellfan
884,@realDonaldTrump Liar. Big liar. https://t.co/TA9E2UKLqN,partooza
885,@realDonaldTrump @BreitbartNews #FlushTheTurdNov3rd,smessatilly
886,@realDonaldTrump They aren't voting for you...,DebbieTorres856
887,"RT @CurtisHouck: @realDonaldTrump Lesley Stahl interviewed Nancy Pelosi last year and called her a ""powerful,"" ""giant slayer,"" and ""patron…",Mayday18568706
888,@realDonaldTrump Why did my taxes not get cut under Trump. Tax returns went from 3000 a year to only 300 this year.… https://t.co/ZRgpyUfx6M,Tim4544
889,@realDonaldTrump Read my lips...you’re a LIAR...he’s not raising taxes for those of us making under 400k. Reread my… https://t.co/SXjFk2gsqN,pattymg
890,@realDonaldTrump #TrumpIsALaughingStock  #TrumpIsATraitor  #TrumpIsACompleteFailure https://t.co/gasZ577Xei,MarilynRautenb1
891,@realDonaldTrump Fact check: false!!!!,Truthtruth16
892,@realDonaldTrump https://t.co/hKv56CkS20,rburke08
893,"@realDonaldTrump Yeah no, end the insanity of Trump.  Vote Biden/Harris to save the country.… https://t.co/euAVfOYk7i",SunshineBeaches
894,@realDonaldTrump @BreitbartNews Donald...REMEMBER WHEN YOU ATE THE BEST CHOCOLATE CAKE WITH THE CHINESE PRESIDENT.… https://t.co/FOVkvq5SEo,MaldoFarias
895,@realDonaldTrump @BreitbartNews https://t.co/nuES3pFKzo,Gavin_YwY
896,RT @Pam_NewLife: @realDonaldTrump Pete Buttigieg had it right about Trumps attacks of Hunter Biden. https://t.co/94jNPH3ocF,rogerprunhuber
897,"@realDonaldTrump “Reports claim” is not a dependable, verifiable source.",debra_sarver
898,@realDonaldTrump Damn somebody sure is scared about voters watching his #60Minutes interview with Stahl. https://t.co/vP5fNWtr1C,carolineyezer
899,"@realDonaldTrump Yours, not for 90% of the population.",davralip
900,@realDonaldTrump https://t.co/qK6HaegIqy,GreatAuntEdna
901,RT @marygribbin809: @realDonaldTrump @BreitbartNews NO 2ND TERM FOR TRAITOR TRUMP. Trump's NO LONGER SECRET Chinese Bank Account where Trum…,sofaking6
902,@realDonaldTrump Dude.  You shouldn’t listen to MSM.  You’re believing the lies.   #BidenHarris2020Landslide,dirtyolddad
903,@realDonaldTrump https://t.co/ts1Aueq68R,mahnkenstein
904,@realDonaldTrump You do realize he is just going to make it so everyone pays the same meaning the upper class will… https://t.co/tzrUAcPnLJ,AnchorsAmourx3
905,"@realDonaldTrump False,  u spread FAKE NEWS",jerseygirl0656
906,RT @HKrassenstein: @realDonaldTrump @BreitbartNews All this time you were trying to say that Hunter Biden did business in China as a privat…,JMDelga82664720
907,"RT @RepsForBiden: @realDonaldTrump Said the guy who paid only $750 income tax a year. also, if you make less than 400K a year Biden will NO…",bye_nov
908,"RT @RepsForBiden: @realDonaldTrump Said the guy who paid only $750 income tax a year. also, if you make less than 400K a year Biden will NO…",Petechriswagner
909,"@realDonaldTrump @BreitbartNews Lying again.  Blah, blah, blah, blah, blah.",Thrista5
910,@realDonaldTrump https://t.co/mgL9QoCrt3,LisbethS34
911,RT @ProjectLincoln: @realDonaldTrump You’re in bed with China.,dweaver412
912,"RT @itsJeffTiedrich: @realDonaldTrump fact check: raise your hand if you make less than $400,000.00 a year. congratulations, Joe Biden is n…",Ampersand113
913,"@realDonaldTrump More lies, none of that is true. Trump supporters are guppies and uninformed fools.",countfish
914,"@realDonaldTrump Well, I don’t make $400,000, so that’s not really my concern...But while I have your attention, ma… https://t.co/f8LwFFm1QC",surfsupgone
915,@realDonaldTrump So now you’re fear mongering over something that has happened in every election forever. Not enoug… https://t.co/rxJO7uXDeE,watershipknl
916,@realDonaldTrump To pay for your incompetence,me_payitforward
917,"@realDonaldTrump @realDonaldTrump's tax plan: $750 to USA $188,000 to China",ldboehm0
918,@realDonaldTrump Biden voters motherfr.,Don51108140
919,RT @ProjectLincoln: @realDonaldTrump You’re in bed with China.,KatinaC39448933
920,@realDonaldTrump https://t.co/N9AAdb8pEi,chdlstlsshl
921,@realDonaldTrump At a level never seen before...at least since Bill Clinton. The Economy was pretty good under him.,Hypocrisy_45
922,RT @itsJeffTiedrich: @realDonaldTrump @BreitbartNews grifter with a secret Chinese bank account says what,CardinalSez
923,@realDonaldTrump No he's not.,KimStee61167105
924,@realDonaldTrump https://t.co/HcgJEzkTw6,AgentPettipiece
925,@realDonaldTrump https://t.co/Bf5YBrwu0e,the_alwaysreal
926,@realDonaldTrump Bollox and more bollox how sad that you know you can’t win legally 😡,Ianmatheson9
927,"@realDonaldTrump You’re wasting your tiny fingers energy. Desperation suits you. As a proud Californian, I voted #BidenHarris2020",TeriWeinberg
928,@realDonaldTrump https://t.co/DP2OJASDjm,VanceKosloff
929,@realDonaldTrump 45 you are such a liar. Nothing but lies come out of your mouth,cdellas
930,@realDonaldTrump This lie is so easily debunked I don't know why he and pence keep spewing it.,DigiCruiter
931,RT @mhenson56: @realDonaldTrump https://t.co/2OvfUMblgb,KidzrusX5
932,@realDonaldTrump He didn’t ask about your China bank account?,redwitch497
933,@realDonaldTrump You are the first and only president that has had cooties. So stay away from the carnival barker.,sarnford916
934,@realDonaldTrump You would be the one to know about rigging the election. It’s common knowledge that everything you… https://t.co/GS40l5hgEw,DaisyDad19
935,@realDonaldTrump #DumpTrump2020 https://t.co/Hx5gODnjjd,Obso1eteRealism
936,@realDonaldTrump #VoteBiden #VoteBlueToSaveAmerica2020 #BidenHarris2020,BurnardAmy
937,@realDonaldTrump https://t.co/1pwTOPF8Nj,RAlbersheim
938,"@realDonaldTrump Um, didn't Obama already take everyone's guns away?",RuddyDuck22
939,@realDonaldTrump You can trust Puppet Trump. https://t.co/T2E6UJi9QC,PatrickNova6
940,RT @itsJeffTiedrich: @realDonaldTrump and then what happened? the ballots in question were checked against voter rolls and invalidated. tha…,onlyway2Bheard
941,"@realDonaldTrump Where is your 4 yr Health Plan?   Answer this question, you criticize dr. Fauci, who has a Plan, a… https://t.co/zeZ1Lf2I5h",mybulvitbrotha
942,"RT @HKrassenstein: @realDonaldTrump @BreitbartNews You literally have a bank account with the Chinese a communist party, and you literally…",TheMean_1
943,@realDonaldTrump Remember greater than 2 MILLION #COVID19 cases. On your watch! Address that. You're NOT brilliant.… https://t.co/PY4oVoVNMD,DarlingDebra3
944,"@realDonaldTrump This is a lie.  If you make under 400,000 there will be no increase. https://t.co/nWVnohMyO8",KayBeeForBiden
945,RT @LauraDiBella15: @realDonaldTrump Daniel Dale is getting real tired of having to correct you on this donald,debrahatesdonal
946,"@realDonaldTrump Yes Biden should raise taxes on earner above $400K, high income earners have seen their effective… https://t.co/3xuwm1pSpQ",PledgeAny
947,@realDonaldTrump NOT!!!,CrystalWillow13
948,@realDonaldTrump How many bank accounts do you have in foreign countries? And which countries?  #trumpMustGo  #trumpCrimeFamilyForPrison,AdamTh1
949,@realDonaldTrump https://t.co/4EAMCvi75B,Andrew41443080
950,@realDonaldTrump @BreitbartNews You have an office and a bank account in china @realDonaldTrump for years. Explain… https://t.co/NL4yMFZH0t,hawkhunter
951,@realDonaldTrump Fake news - look at the source!,bigblue128
952,@realDonaldTrump Save America and your second amendment rights. Vote @JoeBiden,4People4
953,@realDonaldTrump Vote Biden to save democracy.,leonardcianciol
954,"@realDonaldTrump A Lie, even though we know if you're running your mouth, you're lying!  Joe will raise taxes for i… https://t.co/weBAMhaDyz",IseeYoufully
955,@realDonaldTrump https://t.co/bevbt0lyO3,Tfollower
956,"@realDonaldTrump @PressSec @ccn @joerogan @Timcast @nypost @AjitPaiFCC   Children are not old enough to decide:  ""T… https://t.co/zzFoJ54e4j",rustysh80302204
957,@realDonaldTrump This isn’t true but I’d gladly pay more taxes to get the US out of the debt you’ve incurred.,deb_byrn
958,@realDonaldTrump Liar. Pennsylvania for Biden.,jaypea2222
959,@realDonaldTrump Oann? buaaaaa hahahahaha 😂,EJ46444883
960,RT @itsJeffTiedrich: @realDonaldTrump @BreitbartNews grifter with a secret Chinese bank account says what,ResisterSis
961,@realDonaldTrump @realDonaldTrump has a secret bank account in China. $15 million is deposited by someone. Trump pe… https://t.co/Bk5b7XCZ2f,VoteCheese
962,@realDonaldTrump Liar!!!! #TickTockTrump https://t.co/a5AEDRxcdz,Rarely52
963,@realDonaldTrump Only thing rigged is you in the White House with all your lies and conspiracy theories.,2020democrat1
964,@realDonaldTrump https://t.co/4lT24MGiwG,OhFischel
965,RT @scientificrealm: @realDonaldTrump @BreitbartNews https://t.co/Y6CxqKREhp,bpdsmyth
966,"@realDonaldTrump Why do you have $15 million in a Chinese government controlled bank account? Why did you pay $189,… https://t.co/gA8KirBwXl",MeMilo
967,@realDonaldTrump $751?,WoodrowForCO
968,"@realDonaldTrump All I hear is gobble, gobble, gobble, gobble. https://t.co/FU4eODNyBB",LordyboyPGH
969,RT @HKrassenstein: @realDonaldTrump @BreitbartNews All this time you were trying to say that Hunter Biden did business in China as a privat…,Maria14005459
970,@realDonaldTrump @BreitbartNews haaaaa haaaaa #brietbart,trayraymc
971,@realDonaldTrump https://t.co/LtehUbRdIp,snakefoodfarmer
972,@realDonaldTrump Scared much are you?,Desiree71898124
973,"@realDonaldTrump You have a bank account in China.  What else will we find, one in Saudi Arabia and Egypt?… https://t.co/5joGyu3ZQQ",Moonriver33
974,RT @CarolZ20180214: @realDonaldTrump Take Down the CCP! Make America Great Again! God Bless You and Your Family!,yinge48183038
975,@realDonaldTrump https://t.co/BNsUPT7rUv,JeffTarlo
976,@realDonaldTrump @BreitbartNews https://t.co/AxRHm1PXak,Theresa80906773
977,@realDonaldTrump Is that what Fred said to you when you didn’t pay back his initial loan!,serbirish
978,@realDonaldTrump @BreitbartNews You must answer about your SECRET CHINESE BANK ACCOUNT!,KriveF
979,@realDonaldTrump https://t.co/qzakxUR0iv,tulippicking
980,"RT @HKrassenstein: @realDonaldTrump @BreitbartNews You literally have a bank account with the Chinese a communist party, and you literally…",JMDelga82664720
981,@realDonaldTrump You're really quoting this source?  Really?  BYEDON,o_ke38011833
982,"@realDonaldTrump ...I'm sure this is just more CBS fake news.  She was really wearing a mask, huh?",Bailey_Jay_TS
983,@realDonaldTrump Just shut up and prepare to move out of the white house frigging Moron,melvinho1974
984,@realDonaldTrump #BidenHarrisToSaveAmerica  he’s only raiseing taxes to the rich pretty sad you paid more China taxes,Lorisorenson4
985,@realDonaldTrump #TRE45ON,JohnMc71
986,@realDonaldTrump U can't handle Lesley Stahl. I guess u should have grabbed her pu$$y. 🤣🤣🤣🤣🤣🤣🤪💩💩,tatetytiffany
987,"@realDonaldTrump @JoeBiden has REPEATEDLY stated he will NOT raise taxes on Americans making less then $400,000. Stop #gaslighting",vmk1225
988,"@realDonaldTrump Another lie, Donald are you going to have the Chinese make your prison jumpers for you? They going… https://t.co/GcdoXcPzYI",D1rthNasty
989,"RT @drjoseoscarv: @realDonaldTrump está a punto de perder las elecciones, necesita discurso para culpar a los malos mexicanos y justificar…",TUD3NTISTA
990,RT @HKrassenstein: @realDonaldTrump @BreitbartNews Trump must answer questions about his Chinese Bank Accounts in which he withdrew $15 mil…,Tharealtrump69
991,RT @IndianaLauraC: @realDonaldTrump @BreitbartNews https://t.co/jNxzJh90FF,Biffster01
992,@realDonaldTrump The economy sucks.  Stop lying.  You’re pathetic and full of shit.  Go spread covid to your cult f… https://t.co/XEiuZnvjwa,KimberlyABrown1
993,@realDonaldTrump Donald Trump has said: Iran is going to hell!  I - as an Iranian citizen - think that the person w… https://t.co/1pxRs8lXan,seyedebrahimi_m
994,@realDonaldTrump https://t.co/FqmwGLab6H,Farvadasyn
995,@realDonaldTrump Raise taxes to pay for the nation’s debt created by you and all previous administrations!,doug_djparrish7
996,@realDonaldTrump yaaa,Mohit21110709
997,@realDonaldTrump #TrumpIsALoser,Bdub1972b
998,@realDonaldTrump You are in a different world.  Delusional.  The economy is not coming back.  It is at its lowest e… https://t.co/cnA8LtY7ns,rhondab131love
999,@realDonaldTrump @RepAdamSchiff @SenKamalaHarris @JoeBiden The administration is letting other countries attack us!… https://t.co/MkwAnHkEMt,HeatherComer2
1000,@realDonaldTrump https://t.co/AJWj7I9QyP,chdlstlsshl
1001,RT @JoyceWhiteVance: @realDonaldTrump @BreitbartNews Also Trump: even though my DOJ will ask SCOTUS (the week after the election) to takeaw…,paintlots
1002,"@realDonaldTrump @BreitbartNews Here's a question I'd like YOU to answer, why do you have a secret Chinese bank account?",KatySouders
1003,"@realDonaldTrump Go to Google, YouTube, or Instagram and follow multimillionaire 👉🏼 Evon Latrail #evonlatrail #Trending rt",MooreNeke
1004,@realDonaldTrump is afraid of Lesley Stahl. 🐔 #ChickenTrump Would be cool if this could trend.,rl_lott
1005,@realDonaldTrump Its ridiculous that people in this country continue to believe what this compulsive liar says.,RobReed42244054
1006,"@realDonaldTrump Dude. A supposed ""nonpartisan"" watch dog group sent a letter with vague references to the election… https://t.co/Os3zf2Uwix",tallOSUfan
1007,"RT @HKrassenstein: @realDonaldTrump @BreitbartNews You literally have a bank account with the Chinese a communist party, and you literally…",Maria14005459
1008,@realDonaldTrump Words from a loser that is desperate!! #BidenHarris2020Landslide #TrumpChinaBankAccount #ByeDon2020 #TrumpForPrison2020,mom_row
1009,@realDonaldTrump Eric is a part of the problem. Because you interview Trump spoonfeeding him in an attempt to make… https://t.co/PucOdWbmRt,LindaNa66622495
1010,@realDonaldTrump https://t.co/lBzj8t6GfF,AgentPettipiece
1011,"@realDonaldTrump - you're losing support by the minute, dude. William McRaven rips Trump's lack of leadership in Bi… https://t.co/Gcdfg9yCCS",DorothyG0331
1012,"@realDonaldTrump Speaking of taxes, why is it that you paid China over $180,000 in taxes but paid the USA only $750… https://t.co/xx6YIXpLxz",SteveLAdams
1013,@realDonaldTrump You have VERY white ears 🧐,StylistLindseyB
1014,@realDonaldTrump @BreitbartNews Come on dude... Even your half witted followers know that you are 100% projection..… https://t.co/iZeBGhtNl0,chrisbrown2075
1015,@realDonaldTrump  You say Biden is. Trojan horse for the radical left [socialists] so I can safely assume you are t… https://t.co/4vMdGd09xk,SOThomasnet
1016,@realDonaldTrump The village #idiot is screaming again... #willyoushutupman,LooDipp
1017,@realDonaldTrump https://t.co/Pqu2lDgk5D,WedPlannerSteve
1018,@realDonaldTrump @BreitbartNews Briebart 😂😂😂😂🤔,lucyjbri
1019,"@realDonaldTrump No, he's not. That's just the poor grade, easily refuted bullshit you keep telling",Hedgehogged1
1020,@realDonaldTrump @BreitbartNews Donny - you just did it with cuts to payroll deduction forcing all military to take… https://t.co/aqYXNSLDAD,BooConley
1021,@realDonaldTrump #TrumpIsALoser,zimbob68
1022,@realDonaldTrump Less lying and more dieting would be the best thing for you now. I know lying is like breathing fo… https://t.co/Nx4gZhvStP,Youngster208
1023,@realDonaldTrump And your stupidity has raised our national debt to WWII levels!  Biden’s proposal makes sense in that context!,timmyC87924411
1024,@realDonaldTrump @BreitbartNews Don’t you have a bank account in China? Helping their economy too? Why don’t you bo… https://t.co/fswaPtYFNc,hdaeffler
1025,"@realDonaldTrump Every one of us is making over $400,000.00 and we cannot have this. We need our coins! Our coins a… https://t.co/SI1vu8BUln",KathAndDrew1
1026,@realDonaldTrump @BreitbartNews https://t.co/67vfqsQE7l,Gavin_YwY
1027,@realDonaldTrump Doesn't work anymore - you walked off the set like a two year-old!,miaclockman1
1028,@realDonaldTrump Proof please. Another lie from the pathological liar in the Oval Office.,captjaneway1
1029,@realDonaldTrump LOL. One America News is FAKE NEWS!!!!,wetfootdry
1030,RT @johnpavlovitz: @realDonaldTrump 'Joe Biden Is Not The Lesser of Two Evils. He’s the Far Better Human.'  https://t.co/5zvziIr1eK  #Lesli…,collife
1031,RT @john_quinby: @realDonaldTrump Liberate the Senate  #VoteThemAllOut  #GOPCorruptionOverCountry,peggy_woronec
1032,@realDonaldTrump 'Average CEO pay increased 14% in 2019 to $21.3 million – and could rise again in 2020 despite the… https://t.co/i3L5KH1AvE,Pvt_Frank
1033,@realDonaldTrump https://t.co/UbWTQVs71r,BradTrump9
1034,"@realDonaldTrump Uh, poor boy. Did she ask you a question?",jens_gam
1035,@realDonaldTrump Vote Biden to save lives,JeffMacFarlane2
1036,"@realDonaldTrump Remember, Trump is lying to you constantly, nobody that earns less than 400.000 $ per year will have higher taxes!",Keekurdan2
1037,@realDonaldTrump No Don Joe’s going to raise your taxes. But let’s be fair you’re not gonna owe  taxes because you’… https://t.co/6npEZhc4kj,nwforever1964
1038,@realDonaldTrump I guess your scared your going to have to pay more than 750.00 in taxes. #TrumpTaxFraud #TrumpPaid750,Garym71913
1039,RT @HKrassenstein: @realDonaldTrump @BreitbartNews All this time you were trying to say that Hunter Biden did business in China as a privat…,punkitt3n
1040,RT @Infantry0300: @realDonaldTrump #ChickenTrump is “super tough” on Twitter but ran away from Lesley Stahl? 😂 https://t.co/MfXIdZIRVM,TLee68803257
1041,"RT @itsJeffTiedrich: @realDonaldTrump fact check: raise your hand if you make less than $400,000.00 a year. congratulations, Joe Biden is n…",SusieQu25
1042,@realDonaldTrump You own the tape?,SheilaR66108590
1043,@realDonaldTrump Haven’t you done that already,RepkoMichele
1044,"@realDonaldTrump This is the only reason you want to be President, an avalanche of indictments, you’re very AFRAID,… https://t.co/sFV2hCD7zj",Tortington
1045,"@realDonaldTrump Remember the Dow was at 18,000 on the day you took office. Now look at it. Also look at troop remo… https://t.co/VNtDWchO0p",RalphKaupa
1046,RT @ThePubliusUSA: @realDonaldTrump The President of the United States is spreading baseless conspiracies again.,aapete15
1047,RT @glamelegance: @realDonaldTrump Donald Trump needs to explain the secretly held bank account in China. The account did not show up on Tr…,J05478844
1048,"RT @HKrassenstein: @realDonaldTrump @BreitbartNews You literally have a bank account with the Chinese a communist party, and you literally…",85awsom
1049,"RT @LeeHolly81: @realDonaldTrump Seems especially relevant now that China’s largest state-owned bank's US headquarters, which could have se…",leftocentre
1050,@realDonaldTrump @BreitbartNews CHINA!!!,Julianmuhammads
1051,@realDonaldTrump nope. wrong,kswilcox
1052,@realDonaldTrump #VoteBlueToEndTheNightmare,cMott15
1053,"RT @area51elvis: @realDonaldTrump @BreitbartNews Trump paid $200,000 in taxes to China, but only $750 Dollars in taxes to the United States…",Summerawaits
1054,"@realDonaldTrump Happy to pay extra tax to fund schools , healthcare, infrastructure n to take care of veterans n r… https://t.co/3HGRUvCdeT",Independent2me
1055,@realDonaldTrump @BreitbartNews Speaking of China...,gaycathlicteach
1056,@realDonaldTrump If you make more than $400k yes.,AJohnson_M
1057,"RT @Infantry0300: @realDonaldTrump Remember, TRUMP is afraid of Lesley Stahl. 🐔 #ChickenTrump",debrahatesdonal
1058,RT @HKrassenstein: @realDonaldTrump That’s a lie.  He’s not raising taxes unless you make over $400k.,Sindy_shorty
1059,RT @pablo_honey1: @realDonaldTrump Just to recap: Chris Wallace was so mean! 😭 Savannah Guthrie was so mean! 😭 Kristen Welker will be so me…,michaelfarleyvt
1060,"@realDonaldTrump  #TrumpChinaBankAccount  You claim to be mad a Xi because you say China gave us Coronavirus, aks… https://t.co/u3CoobzR9k",anjohne09
1061,@realDonaldTrump I don’t make over 400k per year so it won’t effect me or most of my fellow citizens. Are you enjoy… https://t.co/g2FIvKiInm,TheRealDMinnett
1062,RT @Jamieguyperdue: @realDonaldTrump Why is Trump's #plan?: -Walls. -Coal. -Diamante democracy.    -Because no one told him to shut up yet.,Jamieguyperdue
1063,@realDonaldTrump Why do you care you don’t pay taxes here only in China!!,Andrewlike10
1064,"@realDonaldTrump Lord, I pray for our president.  Be with him during the final two weeks.  Please give him and the… https://t.co/aWWjjFbxlX",galinab77
1065,RT @soloyochapin: @realDonaldTrump Remember @realDonaldTrump ran away crying like a spoiled child when @LesleyRStahl @60Minutes asked quest…,Mancgirl37
1066,"@realDonaldTrump It raises taxes for people who earn $400,00/year. Are you just for the rich, Trump? There are other people too.",TrumpsterFried
1067,RT @scientificrealm: @realDonaldTrump @BreitbartNews https://t.co/8lMcYVEVJI,sofaking6
1068,@realDonaldTrump https://t.co/nbGqeqL3zF,jacko5050
1069,@realDonaldTrump No hes going to raise your family's taxes,charlescat316
1070,RT @Pepita9000: @realDonaldTrump I WISH Biden was raising my taxes because that means I’d be making more than $400K a year!,SalzenBart
1071,RT @45cea45: @realDonaldTrump Out of desperation and you’re an out-and-out disaster. You are going to prison after the elections and you kn…,EaraEsg
1072,@realDonaldTrump https://t.co/EIJ2TDyreV,chdlstlsshl
1073,@realDonaldTrump https://t.co/mCCkM21BEJ,KPSpellman
1074,RT @lauferlaw: @realDonaldTrump You’ve raised the mortality rate in America at a level never seen b4. Everyone is sick of you &amp; your nonsen…,mditt1129
1075,RT @Phillip2020Vote: @realDonaldTrump A real President will be in Philadelphia today speaking for @JoeBiden🇺🇸 https://t.co/xT66PN5FjB,godmother_nanny
1076,@realDonaldTrump You’ve managed to destroy the economy all on your own.,Vanessa_Todd
1077,RT @itsJeffTiedrich: @realDonaldTrump and then what happened? the ballots in question were checked against voter rolls and invalidated. tha…,TreasonweaselR
1078,@realDonaldTrump https://t.co/8E1l9AerOO,EvansWefixbikes
1079,@realDonaldTrump @PressSec @LisaMarieBoothe @KatiePavlich @greggutfeld @DanaPerino Two weeks from this morning Amer… https://t.co/wco3olScij,stevesm53973126
1080,"RT @AynRandPaulRyan: @realDonaldTrump BTW, what's up with your China bank account? #TrumpChinaBankAccount  https://t.co/UWMcddvufw",M4Whiteley
1081,@realDonaldTrump LIAR,Dc1RLGeorge
1082,"@realDonaldTrump Don, you can’t even figure out what to do with actual real crisis that’s yours to solve. You also… https://t.co/l0JQy34zo4",tboosrn
1083,@realDonaldTrump Trump's corruption is bringing down the republican party with him. The only chance the party has t… https://t.co/XcRQlw2t1B,craig_auman
1084,@realDonaldTrump Stop with the fear mongering and lies...geesh you sound like a little kid bullying on the playgrou… https://t.co/a0sYUc0R6l,vcyeti
1085,@realDonaldTrump Whats with the Chinese bank account?,skepto_maniac
1086,"@realDonaldTrump Yes!  Biden will raise taxes of those that make over $400,000.  Newsflash:   That’s not the majority of voters.",ORChapin
1087,@realDonaldTrump @BreitbartNews When did Hunter Biden declare he was running for President?  Maybe Trump kids shoul… https://t.co/vcOZGvM28y,gandsthomson
1088,@realDonaldTrump That’s a lie. #VoteBiden https://t.co/8QK289Pw5Q,partooza
1089,"@realDonaldTrump Remember, this tweet only effect 1% of the U.S. So please tell us Trumpers how he cares for all of… https://t.co/V4zO3uIvo9",Ariannablue219
1090,@realDonaldTrump Keep spreading your lies. Do you think we’re that dumb?,mnsunflowergirl
1091,@realDonaldTrump LIES!!!,MsSashaRae
1092,RT @thejtlewis: @realDonaldTrump Joe Biden is corrupt and the media is complicit!,ITDarkTiaLight
1093,RT @OsvaldoLimaJni1: @realDonaldTrump @BreitbartNews #TRUMP2020ToSaveAmerica   God bless President @realDonaldTrump! 🙏 https://t.co/kGKy5SF…,RochelleGill50
1094,@realDonaldTrump You are ready destroyed the economy by not acting fast on the pandemic wake up Mr. sleepy presiden… https://t.co/oZUdalMzls,EyerDnl
1095,@realDonaldTrump FAKE NEWS from an IDIOT.,BTTS89527417
1096,"@realDonaldTrump Wait, are you giving everyone a raise so we'll make over $400,000 a year?  I still won't vote for… https://t.co/M1xDgS8BCY",gayeld
1097,"@realDonaldTrump Sucks being a loser,  worst is being known as one ! Bahaha",beebewiles
1098,@realDonaldTrump Not true,desmith817
1099,RT @JoyceWhiteVance: @realDonaldTrump @BreitbartNews Also Trump: even though my DOJ will ask SCOTUS (the week after the election) to takeaw…,Maria14005459
1100,"@realDonaldTrump Trump walked out after 45 minutes, sulked and never came back!!",TylerVenables
1101,RT @Katpa73: @realDonaldTrump @BreitbartNews Trumps Chinese bank account says what?!?!?,SusanRo76407856
1102,"@realDonaldTrump Biden will raise taxes on people EARNING MORE THAN $400,000 PER YEAR!! As a #FakeBillionaire you p… https://t.co/lyeQyTMGSr",SheHooKnows
1103,@realDonaldTrump Up early orange one.  #BlueTsunami2020 coming for you. #BidenHarris2020ToSaveAmerica  #BidenHarris2020Landslide,MogrenDixon
1104,@realDonaldTrump It’s cause we don’t fall for your shit!,evorce2
1105,@realDonaldTrump Tell us about your secret Chinese bank account,FranSchumacher1
1106,"RT @ScottPresler: @realDonaldTrump @pedsscrub I voted for you early &amp; in-person in Virginia.   Voted early, so I can spend Election Day get…",MARYMarlans
1107,@realDonaldTrump For Biden!!!!,CE_Rueberer
